Municipality,Year,"Entitled to special refunds on medicines for psychosis, as % of total population","Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age","Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Mental health outpatient visits of adults per 1000 persons aged 18 and over,Mental health visits in primary health care per 1000 inhabitants,Outpatient visits in specialities of psychiatry per 1000 inhabitants,"Psychiatric inpatient care, care days per 1000 inhabitants","Psychiatric inpatient care, patients per 1000 inhabitants","Psychiatric inpatient care, periods of care per 1000 inhabitants","Psychiatric rehabilitation homes, clients on 31 Dec (24-hour assistance) per 10000 inhabitants","Psychiatric rehabilitation homes, clients on 31 Dec (part-time assistance) per 10000 inhabitants","Rahabilitative psychotherapy, recipients aged 16-24 per 1000 persons of same age","Recipients of a disability pension due to mental and behavioural disorders aged 16-24, % of total population of the same age ","Recipients of a disability pension due to mental and behavioural disorders aged 25-64, as % of total population of the same age ","Rehabilitative psychotherapy, recipients aged 25-64 per 1000 persons of same age","Reimbursement for depression medicines in those aged 65 and over, as % of total population of same age","Reimbursements for depression medicines, recipients aged 0-17, as % of total population of the same age","Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age","Sickness allowance for mental health reasons, recipients aged 25-64 per 1000 persons of same age"
Simo,2002,1.0,6.3,0.0,378.3,149.0,175.6,250.1,3.7,6.9,14.0,0.0,0.0,1.0,3.8,2.7,5.3,0.5,35.4,17.2
Simo,2003,1.0,6.3,0.0,255.9,93.0,146.6,173.8,4.8,11.0,14.0,0.0,0.0,1.0,3.8,2.7,5.4,0.5,36.5,17.2
Simo,2004,1.0,10.2,0.0,321.5,149.0,136.3,244.9,5.7,7.9,14.0,0.0,0.0,1.0,4.2,2.7,5.2,0.5,38.5,17.2
Simo,2005,1.1,9.0,0.0,370.2,196.0,124.8,248.6,5.8,7.5,14.0,0.0,0.0,1.0,4.5,2.7,5.3,0.6,42.2,20.4
Simo,2006,1.1,7.9,0.0,337.8,193.0,94.5,142.6,3.9,4.4,14.0,0.0,0.0,1.0,4.7,2.7,6.8,0.6,44.3,20.4
Simo,2007,1.2,7.9,0.0,372.4,203.0,123.5,236.3,3.1,4.5,14.0,0.0,0.0,1.0,4.8,2.7,8.9,0.6,53.7,16.2
Simo,2008,1.3,7.9,0.0,346.7,202.0,110.8,252.4,3.9,7.1,14.0,0.0,0.0,1.0,4.7,3.6,9.0,0.6,60.1,15.2
Simo,2009,1.2,7.9,0.0,345.9,203.0,125.9,227.4,4.3,6.0,14.0,0.0,0.0,1.0,4.7,3.6,9.3,0.6,56.0,15.9
Simo,2010,1.1,6.9,0.0,347.0,221.0,94.6,268.6,3.7,5.2,14.0,0.0,0.0,1.0,4.7,3.6,10.2,0.6,66.7,11.1
Simo,2011,1.2,8.5,0.0,277.0,166.0,132.8,122.9,2.6,3.2,14.0,0.0,0.0,1.0,4.7,3.6,10.1,0.6,65.7,13.1
Simo,2012,1.1,8.5,0.0,697.1,522.0,87.2,126.6,2.3,2.3,14.0,0.0,0.0,1.0,4.7,3.6,9.9,0.6,68.6,9.8
Simo,2013,1.1,8.5,0.0,545.6,414.0,92.4,136.5,2.4,6.0,14.0,0.0,0.0,1.0,4.6,3.6,10.0,0.6,64.8,10.8
Simo,2014,1.0,8.5,0.0,573.6,426.0,131.7,129.9,3.0,3.6,14.0,0.0,0.0,1.0,4.4,3.6,8.6,0.6,60.8,14.2
Simo,2015,1.1,8.5,0.0,585.7,444.0,118.6,144.5,2.2,1.5,14.0,0.0,0.0,1.0,4.6,3.6,8.6,1.1,58.5,14.2
Simo,2016,1.2,8.5,0.0,602.6,423.0,181.7,196.8,4.4,5.7,14.0,0.0,0.0,1.0,4.7,3.6,9.0,1.1,62.8,15.4
Simo,2017,1.4,8.5,0.0,523.8,366.0,163.7,157.6,3.2,2.9,14.0,0.0,0.0,1.0,4.8,3.6,8.5,1.1,49.6,22.3
Simo,2018,1.4,0.0,0.0,528.5,323.0,257.5,299.2,5.3,6.6,14.0,0.0,0.0,1.0,5.1,3.6,9.3,1.1,59.8,26.0
Simo,2019,1.5,0.0,0.0,647.5,385.0,315.6,275.8,2.7,2.3,14.0,0.0,0.0,1.0,5.1,4.5,10.9,0.9,69.0,27.8
Simo,2020,1.3,0.0,0.0,556.0,397.0,265.1,193.9,3.1,2.7,14.0,0.0,0.0,1.0,4.6,7.7,12.0,1.2,75.3,27.6
Simo,2021,1.2,0.0,0.0,633.0,530.0,215.2,166.7,1.7,1.7,14.0,0.0,0.0,1.0,4.5,7.0,12.5,0.8,75.9,31.3
Simo,2022,1.3,0.0,0.0,450.4,389.0,157.8,214.5,5.2,1.7,14.0,0.0,0.0,1.0,4.3,5.6,13.1,0.8,82.5,26.9
Simo,2023,1.4,0.0,0.0,491.8,342.0,157.8,214.5,4.6,1.7,14.0,0.0,0.0,1.0,4.4,5.6,12.6,1.1,85.7,29.1
Sipoo,2000,0.8,3.8,8.7,270.6,0.0,276.4,356.7,4.4,8.2,6.0,3.0,4.3,0.5,2.1,2.7,8.4,0.2,47.4,16.8
Sipoo,2001,0.8,4.8,11.6,271.0,0.0,269.8,404.6,4.2,6.3,6.0,3.0,4.3,0.8,2.1,2.0,8.3,0.1,50.0,16.8
Sipoo,2002,0.9,3.0,10.8,329.9,0.0,292.0,332.2,4.1,6.2,6.0,3.0,4.3,0.5,2.0,2.4,8.1,0.2,50.9,16.8
Sipoo,2003,0.9,4.1,7.0,294.4,0.0,290.4,324.2,4.3,6.7,6.0,3.0,4.3,0.4,2.0,2.1,7.9,0.4,56.7,16.8
Sipoo,2004,0.9,2.8,9.4,260.5,0.0,269.9,327.2,3.2,5.0,6.0,3.0,4.3,0.3,1.9,2.3,8.2,0.3,58.8,16.8
Sipoo,2005,0.8,2.9,9.4,240.8,0.0,246.0,258.0,2.9,4.3,6.0,3.0,4.3,0.4,1.9,1.8,8.6,0.2,57.7,15.0
Sipoo,2006,0.9,1.9,7.1,227.2,0.0,219.7,260.5,3.7,6.3,6.0,3.0,4.3,0.4,1.9,2.5,8.7,0.2,63.5,20.4
Sipoo,2007,0.9,1.5,11.7,226.2,0.0,226.8,188.2,3.7,6.6,7.0,3.0,4.3,0.4,1.9,2.8,8.9,0.3,71.8,18.0
Sipoo,2008,0.9,1.6,7.1,254.2,0.0,260.4,151.5,3.1,5.2,5.0,3.0,3.5,0.4,2.0,2.5,9.5,0.4,79.3,17.5
Sipoo,2009,1.0,3.0,7.6,285.4,0.0,298.6,191.2,3.3,5.4,7.0,3.0,3.1,0.6,2.1,2.7,10.2,0.4,84.4,17.2
Sipoo,2010,1.0,3.0,8.4,334.5,0.0,332.9,155.8,3.3,6.1,5.0,3.0,2.9,0.6,2.1,2.1,10.7,0.5,84.2,17.8
Sipoo,2011,1.0,1.9,6.9,337.0,1.0,342.6,142.4,3.5,5.4,6.0,3.0,2.9,0.7,2.0,3.3,11.6,0.3,85.7,16.6
Sipoo,2012,1.0,2.1,4.8,278.0,1.0,302.2,146.0,3.5,6.9,5.0,3.0,5.6,0.8,1.9,4.3,10.5,0.4,80.7,14.6
Sipoo,2013,0.9,2.5,6.5,246.2,0.0,293.0,115.6,2.7,5.1,6.0,3.0,5.6,0.8,1.8,5.3,9.8,0.6,79.6,12.7
Sipoo,2014,0.9,3.4,6.2,231.5,0.0,284.1,132.9,3.5,8.0,5.0,3.0,4.9,0.9,1.8,6.2,9.4,0.7,74.4,12.8
Sipoo,2015,0.9,4.3,5.1,216.4,0.0,279.1,92.1,3.1,5.5,6.0,3.0,5.8,0.7,1.7,5.4,9.6,0.8,74.5,11.8
Sipoo,2016,0.8,4.6,9.5,239.6,2.0,293.0,144.7,3.8,6.6,6.0,3.0,8.8,0.9,1.6,6.7,9.0,0.7,64.1,14.6
Sipoo,2017,0.9,4.6,11.2,249.0,2.0,315.9,108.8,3.5,4.7,5.0,3.0,7.0,1.0,1.7,7.7,8.8,1.1,67.5,17.0
Sipoo,2018,0.9,4.6,6.7,271.0,39.0,300.6,99.4,3.1,4.4,6.0,3.0,11.6,0.9,1.6,9.8,9.4,1.1,64.8,19.5
Sipoo,2019,0.9,4.0,6.7,324.6,98.0,325.1,69.2,2.6,4.4,6.0,3.0,12.6,0.8,1.7,12.1,9.9,1.2,73.9,21.6
Sipoo,2020,0.9,1.9,5.9,312.4,123.0,308.8,36.3,1.8,2.4,6.0,3.0,12.3,1.0,1.6,13.9,10.4,0.9,77.3,20.1
Sipoo,2021,0.9,3.3,6.1,282.3,85.0,348.5,92.6,3.0,4.7,6.0,3.0,15.0,1.1,1.7,16.5,10.5,1.5,81.2,23.2
Sipoo,2022,0.9,3.9,6.2,238.2,67.0,349.4,51.5,2.2,4.7,6.0,3.0,13.8,1.0,1.6,15.2,10.5,1.5,86.4,22.8
Sipoo,2023,0.9,3.7,5.7,240.2,55.0,349.4,51.5,2.3,4.7,6.0,3.0,16.3,0.7,1.5,15.0,11.0,1.2,87.7,28.9
Siuntio,2000,0.9,4.8,0.0,220.2,6.0,223.6,218.8,4.1,14.4,0.0,0.0,0.0,1.4,2.6,1.7,8.8,0.6,54.0,14.7
Siuntio,2001,0.9,3.8,0.0,258.7,5.0,262.7,274.7,6.1,10.8,0.0,0.0,0.0,1.4,2.5,1.7,9.5,0.3,56.5,14.7
Siuntio,2002,0.9,3.8,0.0,270.3,5.0,274.2,573.7,5.6,12.2,0.0,0.0,0.0,0.9,2.6,1.7,8.7,0.4,59.9,14.7
Siuntio,2003,1.0,3.8,0.0,290.4,0.0,327.5,510.1,6.8,18.4,0.0,0.0,0.0,1.2,2.8,1.7,9.9,0.4,58.9,14.7
Siuntio,2004,0.9,5.1,0.0,294.8,0.0,329.4,601.1,6.2,11.5,0.0,0.0,0.0,1.2,2.5,1.9,10.3,0.4,67.8,14.7
Siuntio,2005,1.1,4.2,0.0,229.3,15.0,250.5,543.3,6.8,10.1,0.0,0.0,0.0,1.0,2.8,1.9,11.0,0.3,67.9,16.1
Siuntio,2006,1.0,4.7,0.0,266.9,67.0,183.0,490.0,5.2,5.2,0.0,0.0,0.0,0.8,2.9,2.8,10.8,0.3,71.8,16.1
Siuntio,2007,1.0,5.8,0.0,448.9,230.0,183.6,310.6,3.6,4.3,0.0,0.0,0.0,0.8,2.8,2.7,11.8,0.3,78.5,15.2
Siuntio,2008,1.0,5.1,0.0,429.5,221.0,182.4,225.3,4.1,4.8,0.0,0.0,0.0,0.8,2.5,2.4,13.7,0.5,91.0,18.5
Siuntio,2009,1.0,3.7,0.0,310.6,165.0,144.9,246.5,4.5,5.6,0.0,0.0,0.0,0.8,2.6,1.8,12.9,0.5,86.9,17.5
Siuntio,2010,1.0,4.4,0.0,225.6,96.0,152.4,136.0,3.8,5.6,0.0,0.0,9.8,0.8,2.3,1.5,13.3,0.4,88.0,12.9
Siuntio,2011,0.8,4.4,0.0,284.5,126.0,167.2,233.2,3.6,4.6,0.0,0.0,9.8,0.8,2.3,2.9,13.8,0.5,85.5,14.7
Siuntio,2012,0.9,5.0,17.8,239.7,85.0,190.1,208.1,4.1,5.0,0.0,0.0,9.8,0.8,2.3,3.2,14.7,0.4,89.0,14.1
Siuntio,2013,0.9,3.6,20.4,332.0,117.0,220.4,192.8,3.4,4.9,0.0,0.0,9.8,0.8,2.2,3.0,13.5,0.6,86.6,12.4
Siuntio,2014,1.0,3.6,0.0,397.4,152.0,216.2,189.1,3.4,3.7,0.0,0.0,9.8,0.8,2.1,3.6,12.1,0.5,82.3,13.2
Siuntio,2015,0.9,3.6,0.0,424.2,147.0,255.3,194.8,3.4,4.0,0.0,0.0,9.8,1.2,1.9,2.7,11.6,0.3,83.1,13.0
Siuntio,2016,0.9,3.6,0.0,394.4,130.0,288.3,132.2,2.1,2.9,0.0,0.0,9.8,1.7,1.8,2.8,11.4,0.7,71.6,13.8
Siuntio,2017,0.9,3.6,0.0,427.2,139.0,326.2,146.4,4.4,6.0,0.0,0.0,9.8,2.1,1.9,5.2,12.1,0.7,77.1,20.0
Siuntio,2018,1.0,3.6,0.0,460.1,168.0,322.1,126.7,2.9,5.1,0.0,0.0,9.8,1.8,2.1,7.4,11.3,1.3,79.7,15.7
Siuntio,2019,1.2,3.6,0.0,442.1,202.0,368.6,109.4,2.4,4.4,0.0,0.0,9.8,1.0,2.1,9.8,11.5,1.5,80.7,18.9
Siuntio,2020,1.2,4.6,15.3,484.9,241.0,411.4,99.0,3.7,5.5,0.0,0.0,9.8,1.4,2.1,11.9,10.7,1.6,84.8,20.4
Siuntio,2021,1.2,3.8,15.3,478.5,255.0,358.3,184.7,4.0,6.3,0.0,0.0,9.8,1.0,2.2,10.5,12.3,1.2,88.0,21.3
Siuntio,2022,1.1,5.4,15.3,360.6,190.0,285.2,111.3,3.2,6.3,0.0,0.0,9.8,1.0,2.1,11.8,11.5,1.9,83.3,23.2
Siuntio,2023,1.2,6.4,15.3,367.7,188.0,285.2,111.3,3.4,6.3,0.0,0.0,9.8,0.8,1.9,12.8,12.4,2.3,87.6,20.7
Sodankylä,2000,1.5,6.5,11.4,142.4,92.0,19.6,315.9,5.2,5.5,10.0,26.0,0.0,0.7,3.9,1.0,8.7,0.2,43.7,21.4
Sodankylä,2001,1.8,7.3,8.9,149.3,90.0,34.8,279.0,4.2,6.2,10.0,26.0,0.0,0.7,4.1,1.0,7.8,0.2,43.9,21.4
Sodankylä,2002,1.8,4.2,22.3,320.7,230.0,20.7,295.2,3.8,5.0,10.0,26.0,0.0,0.6,4.2,1.0,8.7,0.3,43.1,21.4
Sodankylä,2003,2.0,5.4,18.6,294.0,207.0,27.8,361.1,4.9,6.5,10.0,26.0,0.0,0.5,4.4,1.0,8.6,0.4,49.8,21.4
Sodankylä,2004,2.1,6.6,19.4,233.1,162.0,27.4,373.1,6.6,7.6,10.0,26.0,0.0,0.4,4.5,1.0,8.9,0.4,56.6,21.4
Sodankylä,2005,2.2,7.4,19.9,242.1,164.0,34.0,430.7,5.6,6.7,10.0,26.0,0.0,0.9,4.7,1.2,9.7,0.3,55.9,20.2
Sodankylä,2006,2.2,5.5,12.5,176.8,120.0,31.1,389.9,6.2,7.3,10.0,26.0,0.0,1.2,4.8,1.8,9.7,0.5,61.0,23.0
Sodankylä,2007,2.2,6.3,12.0,218.6,162.0,29.7,248.9,5.0,6.5,10.0,26.0,0.0,1.3,5.0,1.2,9.5,0.3,61.3,24.6
Sodankylä,2008,2.2,3.0,13.3,240.5,182.0,25.7,268.6,5.0,6.2,10.0,26.0,0.0,1.4,5.1,1.5,8.9,0.4,62.4,22.6
Sodankylä,2009,2.3,7.6,10.6,299.8,230.0,30.3,247.8,4.2,5.5,10.0,26.0,11.3,1.4,5.1,1.7,9.6,0.6,66.1,18.0
Sodankylä,2010,2.3,3.9,13.4,271.9,201.0,31.0,289.2,5.2,7.7,10.0,26.0,11.3,1.1,5.5,1.5,10.5,0.3,68.1,17.7
Sodankylä,2011,2.2,3.9,10.7,238.6,177.0,36.5,263.9,4.7,6.1,15.0,26.0,11.3,1.0,5.3,1.5,9.7,0.5,69.8,17.4
Sodankylä,2012,2.1,6.6,16.2,186.7,132.0,47.7,316.8,4.8,7.8,15.0,25.0,11.3,1.0,4.9,1.5,9.3,0.5,69.5,20.2
Sodankylä,2013,2.0,7.9,9.0,235.2,154.0,66.2,209.8,4.6,7.7,9.0,23.0,11.3,1.1,4.4,1.5,9.2,0.3,67.9,17.7
Sodankylä,2014,2.0,6.0,12.3,357.5,240.0,95.7,206.7,4.2,8.0,11.0,23.0,11.3,1.1,4.3,1.3,8.2,0.9,69.1,15.8
Sodankylä,2015,1.9,8.0,12.3,357.4,242.0,87.0,133.9,4.7,6.5,8.0,16.0,11.3,1.0,4.3,2.2,8.2,0.7,68.6,17.4
Sodankylä,2016,1.9,9.7,13.0,318.5,235.0,70.0,188.3,4.3,8.6,9.0,16.0,11.3,0.6,4.4,1.6,9.6,0.6,58.3,15.4
Sodankylä,2017,1.9,10.2,13.0,429.4,310.0,98.3,128.5,4.3,8.8,8.0,15.0,11.3,0.6,4.3,1.6,11.0,1.0,65.9,16.7
Sodankylä,2018,1.9,11.2,9.9,535.5,398.0,105.3,122.1,4.7,9.9,7.0,12.0,9.1,0.9,4.1,3.2,11.2,1.0,67.1,24.9
Sodankylä,2019,1.9,8.4,11.1,487.9,363.0,89.7,73.1,3.3,6.9,19.0,12.0,8.7,1.7,4.0,5.0,10.4,1.2,76.3,34.9
Sodankylä,2020,1.8,6.2,16.3,488.1,376.0,98.5,77.5,2.5,4.5,21.0,12.0,11.0,2.0,3.8,9.5,11.4,1.2,81.0,37.6
Sodankylä,2021,1.8,10.9,16.3,417.9,328.0,108.5,109.2,3.7,8.1,18.0,12.0,9.2,1.7,3.9,13.8,12.3,0.8,82.5,42.5
Sodankylä,2022,1.7,10.0,16.3,393.2,308.0,98.7,94.5,3.0,8.1,15.0,12.0,9.2,1.0,3.8,14.3,12.4,0.9,84.6,35.5
Sodankylä,2023,1.6,7.9,16.3,548.6,435.0,98.7,94.5,2.7,8.1,14.0,12.0,9.2,0.8,3.5,16.2,12.9,1.1,90.7,41.1
Soini,2000,2.2,0.0,0.0,208.2,0.0,171.5,506.3,7.5,15.7,0.0,0.0,0.0,0.0,4.7,6.3,7.8,0.7,52.6,23.7
Soini,2001,2.2,0.0,0.0,261.5,0.0,200.9,551.4,8.4,16.1,0.0,0.0,0.0,0.0,4.8,6.3,9.2,0.7,56.0,23.7
Soini,2002,2.1,0.0,0.0,245.8,0.0,195.8,535.5,10.3,16.9,0.0,0.0,0.0,0.0,5.3,6.3,10.3,0.7,54.3,23.7
Soini,2003,2.1,0.0,0.0,256.3,0.0,208.8,479.9,10.1,17.5,0.0,0.0,0.0,0.0,5.9,6.3,9.2,0.7,56.0,23.7
Soini,2004,2.1,0.0,0.0,290.9,0.0,227.6,568.4,10.1,19.5,0.0,0.0,0.0,0.0,5.7,6.3,7.7,0.7,68.1,23.7
Soini,2005,2.2,0.0,0.0,285.1,0.0,227.6,599.8,8.4,15.3,0.0,0.0,0.0,0.0,5.8,6.3,9.1,0.7,65.2,19.7
Soini,2006,2.2,0.0,0.0,266.2,4.0,223.3,443.8,5.4,14.3,0.0,0.0,0.0,0.0,5.8,6.3,7.5,0.7,71.6,17.4
Soini,2007,2.3,0.0,0.0,398.1,0.0,332.5,359.1,6.3,11.1,0.0,0.0,0.0,0.0,5.6,6.3,8.0,0.7,78.0,26.1
Soini,2008,2.2,0.0,0.0,428.3,0.0,363.3,369.0,6.1,12.6,0.0,0.0,0.0,0.0,6.5,6.3,8.2,1.1,87.6,31.1
Soini,2009,2.1,0.0,0.0,460.9,51.0,340.9,411.3,6.2,9.5,0.0,0.0,0.0,0.0,6.5,6.3,7.9,1.1,87.2,21.9
Soini,2010,2.1,0.0,0.0,403.8,92.0,258.9,371.0,8.4,10.9,0.0,0.0,0.0,0.0,6.7,6.3,7.6,1.1,91.7,21.5
Soini,2011,2.1,0.0,0.0,385.4,121.0,216.5,288.6,9.3,16.1,0.0,0.0,0.0,2.5,6.7,6.3,6.9,1.1,92.6,22.7
Soini,2012,2.0,0.0,0.0,386.3,128.0,232.7,300.1,8.6,18.0,0.0,0.0,0.0,2.5,6.6,6.3,8.3,1.1,90.3,17.5
Soini,2013,1.9,0.0,0.0,1090.5,629.0,306.5,214.5,3.9,5.7,0.0,0.0,0.0,2.5,6.4,6.3,8.1,1.1,77.1,19.7
Soini,2014,1.8,0.0,0.0,891.7,443.0,310.2,45.3,2.6,2.6,0.0,0.0,0.0,2.5,6.3,6.3,8.9,1.3,73.9,17.2
Soini,2015,1.9,0.0,0.0,949.8,451.0,346.2,137.6,3.1,4.9,0.0,0.0,0.0,2.5,5.5,6.3,8.7,1.8,73.0,26.5
Soini,2016,1.9,0.0,0.0,570.7,140.0,366.4,225.1,2.7,7.8,0.0,0.0,0.0,2.5,5.9,6.3,8.9,1.8,71.4,24.2
Soini,2017,1.8,0.0,0.0,396.3,87.0,328.8,234.2,4.3,6.1,0.0,0.0,0.0,2.5,5.7,6.3,9.5,1.3,66.0,12.6
Soini,2018,1.8,0.0,0.0,354.4,134.0,266.7,149.6,2.9,3.8,0.0,0.0,0.0,2.5,5.2,7.1,9.5,1.3,73.3,16.1
Soini,2019,1.9,0.0,0.0,407.5,115.0,349.9,54.6,2.9,3.9,0.0,0.0,0.0,2.5,5.3,7.1,9.3,1.3,73.6,24.1
Soini,2020,1.7,0.0,0.0,316.6,80.0,476.3,88.7,3.0,3.0,0.0,0.0,0.0,2.5,5.6,7.1,9.2,1.4,78.8,34.5
Soini,2021,1.8,0.0,0.0,459.3,206.0,358.5,36.6,3.6,3.0,0.0,0.0,0.0,2.7,5.3,7.1,9.9,1.4,92.1,23.0
Soini,2022,1.6,0.0,0.0,525.1,374.0,112.8,51.0,3.6,3.0,0.0,0.0,0.0,2.7,5.7,7.1,10.4,1.4,92.8,26.1
Soini,2023,1.7,0.0,0.0,875.0,666.0,112.8,51.0,3.7,3.0,0.0,0.0,0.0,2.7,5.4,7.1,11.6,1.5,85.2,22.3
Somero,2000,1.2,4.0,17.7,226.1,9.0,184.2,448.6,7.8,14.2,7.0,0.0,0.0,0.5,3.8,1.0,9.2,0.3,53.0,18.6
Somero,2001,1.3,6.2,9.5,481.2,72.0,329.6,414.4,8.0,13.5,7.0,0.0,0.0,0.7,3.9,1.0,9.6,0.3,57.6,18.6
Somero,2002,1.3,10.4,12.0,280.0,80.0,175.1,301.0,6.5,10.3,7.0,0.0,0.0,0.6,4.0,1.0,9.3,0.3,65.1,18.6
Somero,2003,1.4,5.3,12.0,463.9,282.0,115.2,381.4,7.6,11.6,7.0,0.0,0.0,0.5,3.8,1.0,8.6,0.5,63.6,18.6
Somero,2004,1.4,8.0,12.0,307.5,146.0,132.4,324.3,6.9,11.5,7.0,0.0,0.0,0.7,3.9,1.0,8.7,0.5,68.2,18.6
Somero,2005,1.5,7.5,12.0,496.1,304.0,117.8,301.6,8.0,11.5,7.0,0.0,0.0,1.1,3.8,1.1,8.3,0.4,73.0,18.2
Somero,2006,1.5,6.0,8.7,484.3,297.0,123.7,367.7,8.4,14.1,7.0,0.0,0.0,1.4,3.8,1.1,8.7,0.3,78.0,21.2
Somero,2007,1.6,6.1,12.3,303.7,123.0,178.3,243.7,7.1,9.2,7.0,0.0,0.0,1.1,4.2,1.1,9.6,0.4,79.9,21.5
Somero,2008,1.6,3.3,23.3,269.3,74.0,202.3,289.1,7.4,12.4,7.0,0.0,0.0,1.0,4.3,1.1,9.8,0.4,84.0,18.5
Somero,2009,1.7,2.8,15.5,697.6,468.0,136.0,222.8,6.6,9.9,7.0,0.0,0.0,1.0,4.2,1.5,10.6,0.2,81.8,14.3
Somero,2010,1.7,8.6,10.8,695.4,488.0,138.2,187.9,6.3,10.7,6.0,0.0,10.3,1.1,4.1,1.1,11.5,0.3,87.3,14.3
Somero,2011,1.7,4.9,0.0,519.7,300.0,172.5,134.7,4.4,8.1,8.0,0.0,10.3,1.4,4.0,2.4,11.0,0.3,85.6,12.6
Somero,2012,1.6,4.9,0.0,393.1,189.0,190.6,63.7,3.0,6.1,5.0,0.0,10.3,1.4,3.9,2.2,11.3,0.2,87.1,11.0
Somero,2013,1.5,4.9,0.0,406.7,198.0,185.2,83.6,3.1,5.6,5.0,0.0,10.3,1.5,3.7,1.8,10.3,0.4,78.7,13.2
Somero,2014,1.5,4.9,14.3,444.4,250.0,181.2,129.8,3.8,5.6,5.0,0.0,10.3,1.0,3.6,2.7,10.2,0.7,79.0,13.0
Somero,2015,1.4,4.3,14.3,518.4,282.0,201.8,101.3,3.6,5.4,5.0,0.0,10.3,1.0,3.6,1.9,10.4,0.9,79.7,17.0
Somero,2016,1.5,4.4,14.3,598.8,355.0,207.3,109.4,4.5,5.6,7.0,0.0,10.3,1.0,3.6,2.1,9.3,0.7,66.5,12.8
Somero,2017,1.5,3.3,14.3,526.5,314.0,206.1,76.8,3.6,4.1,7.0,0.0,10.3,1.3,3.7,3.6,9.9,0.9,68.0,15.8
Somero,2018,1.5,3.3,14.3,640.7,386.0,253.2,108.3,4.9,6.7,7.0,0.0,10.3,1.9,3.7,3.7,10.0,0.9,70.1,21.6
Somero,2019,1.6,4.7,16.2,519.7,312.0,189.4,90.2,4.0,7.1,13.0,0.0,10.5,1.7,3.4,5.3,11.8,0.7,77.1,18.4
Somero,2020,1.5,4.8,16.2,372.8,215.0,148.4,146.5,4.5,7.5,13.0,0.0,10.5,1.9,3.3,8.4,11.6,0.9,78.3,19.8
Somero,2021,1.5,3.6,16.1,393.7,255.0,148.4,103.8,4.0,5.5,18.0,0.0,10.5,2.2,3.0,8.5,12.2,0.8,79.5,28.3
Somero,2022,1.5,3.6,16.1,372.4,247.0,127.1,58.7,2.1,5.5,8.0,0.0,10.5,2.5,3.1,7.9,13.5,1.0,79.7,24.0
Somero,2023,1.4,3.6,16.1,347.7,217.0,127.1,58.7,2.1,5.5,6.0,0.0,10.5,2.7,3.0,8.5,13.3,0.9,86.9,24.9
Sonkajärvi,2000,2.0,4.5,14.2,744.1,496.0,103.0,334.6,7.0,13.8,10.0,0.0,0.0,0.8,6.0,1.8,9.1,0.5,57.9,16.1
Sonkajärvi,2001,2.3,7.6,14.2,609.5,368.0,124.9,279.5,6.6,11.1,10.0,0.0,0.0,1.1,6.2,2.0,9.0,0.4,59.1,16.1
Sonkajärvi,2002,2.3,6.2,14.2,628.8,379.0,125.6,195.3,8.9,13.4,10.0,0.0,0.0,0.9,6.5,2.0,11.0,0.4,70.1,16.1
Sonkajärvi,2003,2.4,6.2,14.2,146.9,0.0,123.4,273.0,6.6,12.2,10.0,0.0,0.0,1.1,6.6,2.0,9.8,0.4,64.8,16.1
Sonkajärvi,2004,2.5,5.4,24.4,774.5,0.0,635.8,264.3,7.2,12.4,10.0,0.0,0.0,1.0,6.9,2.0,9.2,0.9,68.1,16.1
Sonkajärvi,2005,2.5,5.4,23.1,791.0,0.0,661.1,207.6,8.1,14.1,10.0,0.0,0.0,1.0,7.0,2.0,9.6,0.9,68.6,15.7
Sonkajärvi,2006,2.6,6.5,23.1,219.9,0.0,195.5,295.3,8.2,11.2,10.0,0.0,0.0,0.0,7.0,2.0,10.4,1.3,85.8,19.7
Sonkajärvi,2007,2.5,7.9,23.1,177.5,0.0,163.7,314.8,7.9,11.6,10.0,0.0,0.0,0.0,7.2,2.0,10.2,0.9,91.4,24.2
Sonkajärvi,2008,2.5,7.2,23.1,684.4,0.0,575.6,169.1,7.0,10.2,11.0,0.0,0.0,0.0,7.2,2.0,10.9,0.6,91.1,18.2
Sonkajärvi,2009,2.4,7.2,23.1,610.2,0.0,515.3,244.4,6.0,10.0,17.0,0.0,0.0,0.0,7.2,5.1,10.7,0.6,92.5,15.8
Sonkajärvi,2010,2.4,6.1,23.1,622.4,0.0,554.7,192.9,5.1,7.1,13.0,0.0,0.0,0.0,7.1,5.1,11.5,1.0,91.6,14.5
Sonkajärvi,2011,2.6,6.1,19.3,562.4,3.0,499.8,192.4,5.4,5.4,18.0,0.0,0.0,0.0,7.3,5.1,13.3,0.6,91.1,14.8
Sonkajärvi,2012,2.5,0.0,19.3,660.7,0.0,618.3,228.4,7.1,10.0,18.0,0.0,0.0,0.0,6.9,5.1,12.5,1.0,88.0,13.6
Sonkajärvi,2013,2.5,0.0,19.3,690.8,0.0,674.4,169.1,5.2,7.6,16.0,0.0,0.0,1.5,6.7,5.1,12.1,1.0,84.3,13.6
Sonkajärvi,2014,2.4,0.0,19.3,735.5,2.0,697.9,180.4,6.0,8.5,21.0,0.0,0.0,1.5,6.5,5.1,14.3,1.0,82.9,10.8
Sonkajärvi,2015,2.5,0.0,0.0,1661.7,2.0,1565.0,79.7,4.2,5.6,23.0,0.0,0.0,1.5,6.5,5.1,13.2,0.6,83.0,13.8
